Date,Close
1990-01-02,0.37780678272247314
1990-01-03,0.3799358010292053
1990-01-04,0.39111027121543884
1990-01-05,0.3815319538116455
1990-01-08,0.3873850107192993
1990-01-09,0.3863210380077362
1990-01-10,0.37567847967147827
1990-01-11,0.3682286739349365
1990-01-12,0.3666324019432068
1990-01-15,0.3666324019432068
1990-01-16,0.37780678272247314
1990-01-17,0.3724859654903412
1990-01-18,0.4044130742549896
1990-01-19,0.40068840980529785
1990-01-22,0.3863210380077362
1990-01-23,0.3820641338825226
1990-01-24,0.3863210380077362
1990-01-25,0.3863210380077362
1990-01-26,0.3863210380077362
1990-01-29,0.38951411843299866
1990-01-30,0.3884497880935669
1990-01-31,0.3937707543373108
1990-02-01,0.3990921378135681
1990-02-02,0.3990921378135681
1990-02-05,0.4012206196784973
1990-02-06,0.4001563787460327
1990-02-07,0.39696353673934937
1990-02-08,0.4012206196784973
1990-02-09,0.4022848606109619
1990-02-12,0.4033489227294922
1990-02-13,0.4033489227294922
1990-02-14,0.4044130742549896
1990-02-15,0.41292712092399597
1990-02-16,0.41718459129333496
1990-02-20,0.4267626106739044
1990-02-21,0.4092026948928833
1990-02-22,0.41026657819747925
1990-02-23,0.41505545377731323
1990-02-26,0.42250534892082214
1990-02-27,0.41718459129333496
1990-02-28,0.4203769266605377
1990-03-01,0.4256977438926697
1990-03-02,0.4416617453098297
1990-03-05,0.44804778695106506
1990-03-06,0.4448545277118683
1990-03-07,0.43740513920783997
1990-03-08,0.4523041844367981
1990-03-09,0.4533684253692627
1990-03-12,0.46081823110580444
1990-03-13,0.4523041844367981
1990-03-14,0.45922186970710754
1990-03-15,0.4725247919559479
1990-03-16,0.4852960705757141
1990-03-19,0.4959385395050049
1990-03-20,0.48103880882263184
1990-03-21,0.4821031391620636
1990-03-22,0.47358888387680054
1990-03-23,0.469332218170166
1990-03-26,0.47465360164642334
1990-03-27,0.4789104759693146
1990-03-28,0.4725247919559479
1990-03-29,0.4703965187072754
1990-03-30,0.4714604914188385
1990-04-02,0.47465360164642334
1990-04-03,0.49381023645401
1990-04-04,0.4980667233467102
1990-04-05,0.4874245822429657
1990-04-06,0.48636022210121155
1990-04-09,0.4874245822429657
1990-04-10,0.5023234486579895
1990-04-11,0.5150949358940125
1990-04-12,0.5140309929847717
1990-04-16,0.5172232389450073
1990-04-17,0.5278655886650085
1990-04-18,0.5161589980125427
1990-04-19,0.5065810084342957
1990-04-20,0.5044525861740112
1990-04-23,0.5023234486579895
1990-04-24,0.49381023645401
1990-04-25,0.49381023645401
1990-04-26,0.48848867416381836
1990-04-27,0.4789104759693146
1990-04-30,0.49381023645401
1990-05-01,0.48636022210121155
1990-05-02,0.4959385395050049
1990-05-03,0.5023234486579895
1990-05-04,0.5257372856140137
1990-05-07,0.5448936820030212
1990-05-08,0.53425133228302
1990-05-09,0.53425133228302
1990-05-10,0.5491503477096558
1990-05-11,0.5576642751693726
1990-05-14,0.5597929358482361
1990-05-15,0.5512795448303223
1990-05-16,0.5512795448303223
1990-05-17,0.5512795448303223
1990-05-18,0.581078052520752
1990-05-21,0.5981056690216064
1990-05-22,0.6087486743927002
1990-05-23,0.6459966897964478
1990-05-24,0.6513180732727051
1990-05-25,0.632161557674408
1990-05-29,0.6406757831573486
1990-05-30,0.6428041458129883
1990-05-31,0.6215193271636963
1990-06-01,0.6396118998527527
1990-06-04,0.6513180732727051
1990-06-05,0.6247115731239319
1990-06-06,0.6215193271636963
1990-06-07,0.6130053997039795
1990-06-08,0.6257761716842651
1990-06-11,0.6374832987785339
1990-06-12,0.6459966897964478
1990-06-13,0.6513180732727051
1990-06-14,0.6428041458129883
1990-06-15,0.6470614671707153
1990-06-18,0.6374832987785339
1990-06-19,0.6385474801063538
1990-06-20,0.6608961820602417
1990-06-21,0.6555748581886292
1990-06-22,0.6449325084686279
1990-06-25,0.6342900991439819
1990-06-26,0.6364184021949768
1990-06-27,0.6491897702217102
1990-06-28,0.6513180732727051
1990-06-29,0.6470614671707153
1990-07-02,0.6279051303863525
1990-07-03,0.6130053997039795
1990-07-05,0.6151337027549744
1990-07-06,0.6236478090286255
1990-07-09,0.632161557674408
1990-07-10,0.6279051303863525
1990-07-11,0.6428041458129883
1990-07-12,0.6598321199417114
1990-07-13,0.6672822833061218
1990-07-16,0.6747312545776367
1990-07-17,0.6619608402252197
1990-07-18,0.6470614671707153
1990-07-19,0.6534464359283447
1990-07-20,0.6236478090286255
1990-07-23,0.6130053997039795
1990-07-24,0.5917208194732666
1990-07-25,0.6087486743927002
1990-07-26,0.585334837436676
1990-07-27,0.5874631404876709
1990-07-30,0.5789492130279541
1990-07-31,0.5661783218383789
1990-08-01,0.5683068633079529
1990-08-02,0.5619218945503235
1990-08-03,0.5385079979896545
1990-08-06,0.5150949358940125
1990-08-07,0.5214798450469971
1990-08-08,0.5406362414360046
1990-08-09,0.5544719099998474
1990-08-10,0.5491503477096558
1990-08-13,0.5534079670906067
1990-08-14,0.5470219254493713
1990-08-15,0.5470219254493713
1990-08-16,0.5257372856140137
1990-08-17,0.5129665732383728
1990-08-20,0.4725247919559479
1990-08-21,0.46188226342201233
1990-08-22,0.4576258659362793
1990-08-23,0.44059768319129944
1990-08-24,0.4874245822429657
1990-08-27,0.5172232389450073
1990-08-28,0.5353156328201294
1990-08-29,0.5150949358940125
1990-08-30,0.5108375549316406
1990-08-31,0.5236087441444397
1990-09-04,0.529994010925293
1990-09-05,0.5023234486579895
1990-09-06,0.48955288529396057
1990-09-07,0.49168112874031067
1990-09-10,0.47465360164642334
1990-09-11,0.4725247919559479
1990-09-12,0.48848867416381836
1990-09-13,0.48955288529396057
1990-09-14,0.5087095499038696
1990-09-17,0.5172232389450073
1990-09-18,0.5257372856140137
1990-09-19,0.5278655886650085
1990-09-20,0.5087095499038696
1990-09-21,0.5150949358940125
1990-09-24,0.4980667233467102
1990-09-25,0.5140309929847717
1990-09-26,0.5129665732383728
1990-09-27,0.5044525861740112
1990-09-28,0.5363796949386597
1990-10-01,0.5715000629425049
1990-10-02,0.560857892036438
1990-10-03,0.5597929358482361
1990-10-04,0.5459581017494202
1990-10-05,0.5512795448303223
1990-10-08,0.5619218945503235
1990-10-09,0.5363796949386597
1990-10-10,0.5065810084342957
1990-10-11,0.49381023645401
1990-10-12,0.4852960705757141
1990-10-15,0.48103880882263184
1990-10-16,0.4650755822658539
1990-10-17,0.48103880882263184
1990-10-18,0.5204157829284668
1990-10-19,0.5278655886650085
1990-10-22,0.5448936820030212
1990-10-23,0.5470219254493713
1990-10-24,0.5566003322601318
1990-10-25,0.5512795448303223
1990-10-26,0.5395723581314087
1990-10-29,0.5321229696273804
1990-10-30,0.5438294410705566
1990-10-31,0.5427654981613159
1990-11-01,0.5406362414360046
1990-11-02,0.5534079670906067
1990-11-05,0.5587285757064819
1990-11-06,0.5470219254493713
1990-11-07,0.5427654981613159
1990-11-08,0.5406362414360046
1990-11-09,0.5512795448303223
1990-11-12,0.5863991379737854
1990-11-13,0.5842707753181458
1990-11-14,0.5917208194732666
1990-11-15,0.577885091304779
1990-11-16,0.5789492130279541
1990-11-19,0.5917208194732666
1990-11-20,0.581078052520752
1990-11-21,0.585334837436676
1990-11-23,0.585334837436676
1990-11-26,0.5981056690216064
1990-11-27,0.6119411587715149
1990-11-28,0.5991703271865845
1990-11-29,0.6066197752952576
1990-11-30,0.6151337027549744
1990-12-03,0.6289692521095276
1990-12-04,0.6342900991439819
1990-12-05,0.6406757831573486
1990-12-06,0.6364184021949768
1990-12-07,0.632161557674408
1990-12-10,0.630033552646637
1990-12-11,0.6140698194503784
1990-12-12,0.6172618865966797
1990-12-13,0.6193910837173462
1990-12-14,0.6268401741981506
1990-12-17,0.630033552646637
1990-12-18,0.6406757831573486
1990-12-19,0.6374832987785339
1990-12-20,0.6428041458129883
1990-12-21,0.6449325084686279
1990-12-24,0.6406757831573486
1990-12-26,0.6385474801063538
1990-12-27,0.6364184021949768
1990-12-28,0.6385474801063538
1990-12-31,0.6406757831573486
1991-01-02,0.6364184021949768
1991-01-03,0.6406757831573486
1991-01-04,0.6459966897964478
1991-01-07,0.6374832987785339
1991-01-08,0.6257761716842651
1991-01-09,0.630033552646637
1991-01-10,0.666218101978302
1991-01-11,0.6640890836715698
1991-01-14,0.6534464359283447
1991-01-15,0.6672822833061218
1991-01-16,0.7002735733985901
1991-01-17,0.7151732444763184
1991-01-18,0.7258155941963196
1991-01-21,0.7619998455047607
1991-01-22,0.7566782832145691
